name,address
장안사2(숲길),부산광역시 기장군 장안읍 장안리 610번지
임랑해수욕장2(임해봉사실),부산광역시 기장군 장안읍 임랑해안길 49-6
임랑해수욕장3,부산광역시 기장군 장안읍 임랑해안길 80
수산과학관 전시관 1층 화장실,"부산광역시 기장군 기장읍 기장해안로 216, 수산과학원"
용소웰빙공원(입구),부산광역시 기장군 기장읍 서부리 221번지 8호
임랑해수욕장1,부산광역시 기장군 장안읍 임랑해안길 14-1
용소웰빙공원고가교하부,부산광역시 기장군 기장읍 서부리 321번지 1호
오시리아수변공원,부산광역시 기장군 기장읍 당사리 407-26
덕발어린이공원,부산광역시 기장군 기장읍 청강리 188번지
일광해수욕장2(임해봉사실),"부산광역시 기장군 일광면 삼성3길 17, 일광해수욕장행정봉사실"
광산마을,부산광역시 기장군 일광면 원리 748번지 24호
매암산 등산로,부산광역시 기장군 정관읍 용수리 1047번지
일광천 휴게쉼터 2,부산광역시 기장군 일광읍 화전리 585-35
소두방공원 관리사무실,"부산광역시 기장군 정관읍 정관중앙로 138-11, 소두방공원관리동"
기장군청,"부산광역시 기장군 기장읍 기장대로 560, 기장군청"
월내2,부산광역시 기장군 장안읍 월내리 618번지 54호
기장군육아종합지원센터,부산광역시 기장군 정관읍 정관중앙로 110
장전주민쉼터,부산광역시 기장군 철마면 장전리 583-29
국립부산과학관 본관,"부산광역시 기장군 기장읍 동부산관광6로 59, 국립부산과학관"
좌천역,"부산광역시 기장군 장안읍 해맞이로 2, 동해선 좌천역"
아라공원,부산광역시 기장군 일광면 삼성리 801
정관우체국,"부산광역시 기장군 정관읍 정관덕산2길 14, 부산정관우체국"
부산모전우체국,"부산광역시 기장군 정관읍 모전1길 6-3, 모전우체국"
오리보건진료소,"부산광역시 기장군 장안읍 오리길 3-6, 장안오리보건진료소"
근린공원(1호),부산광역시 기장군 정관읍 산단로 363
학리입구,부산광역시 기장군 일광면 학리 260번지 18호
일광우체국,"부산광역시 기장군 일광읍 삼성1길 6-6, 일광 우체국"
기장지구대,"부산광역시 기장군 기장읍 차성동로 94-6, 기장지구대"
테마임도공원2,부산광역시 기장군 기장읍 만화리 산 1번지
일광파출소,부산광역시 기장군 일광읍 일광로 77-15
장안파출소,"부산광역시 기장군 장안읍 해맞이로 5, 장안파출소"
대변항1,부산광역시 기장군 기장읍 대변리 444번지 80호
정관보건지소,"부산광역시 기장군 정관읍 용수로 11, 정관보건지소"
월드컵빌리지,"부산광역시 기장군 일광읍 체육공원1로 29, 기장국민체육공원"
기장군지회부설노인대학,부산광역시 기장군 기장읍 차성로333번길 4
부산기장경찰서,"부산광역시 기장군 일광읍 기장대로 692, 기장경찰서"
일광해수욕장3(강변),부산광역시 기장군 일광면 삼성리 673번지 24호
장안사 백련암,부산광역시 기장군 장안읍 장안리 산 53번지 1호
소망공원,부산광역시 기장군 기장읍 교리 346
개나리공원,부산광역시 기장군 기장읍 청강리 295번지
장안(부산)휴게소,"부산광역시 기장군 장안읍 동해고속도로 25, 장안휴게소하행"
동부근린공원,"부산광역시 기장군 기장읍 반송로 1618, 동부근린공원 관리사무소"
황학대,부산광역시 기장군 기장읍 죽성리 30번지 27호
병산빛물꿈테마길,부산광역시 기장군 정관읍 병산리 575-25
고촌어울림도서관,부산광역시 기장군 철마면 고촌로 51
기장도예관광힐링촌,부산광역시 기장군 장안읍 기룡리 산 133-1
수산과학관 야외화장실,"부산광역시 기장군 기장읍 기장해안로 216, 수산과학원"
이동항2,부산광역시 기장군 일광읍 이천리 170-8
칠암방파제,부산광역시 기장군 일광면 칠암리 2번지 3호
중앙공원,부산광역시 기장군 정관읍 구연3로 27
고불사,부산광역시 기장군 철마면 고촌리 산 23번지 1호
국립부산과학관 경비동,"부산광역시 기장군 기장읍 동부산관광6로 59, 국립부산과학관"
문중방파제,부산광역시 기장군 일광면 문중리 202번지 4호
기장우체국 1층,"부산광역시 기장군 기장읍 대변로 1, 기장우체국"
길천2(원자력),"부산광역시 기장군 장안읍 길천길 58, 울산해양경찰서"
송정천체육공원,부산광역시 기장군 철마면 송정리 609번지
장안사3(쉼터),부산광역시 기장군 장안읍 장안리 613번지
오리중앙공원,부산광역시 기장군 장안읍 오리 1119-4
기장도서관(본관),"부산광역시 기장군 기장읍 차성동로126번길 13-5, 기장도서관"
강계1,부산광역시 기장군 기장읍 대변리 14번지 1호
기장종합사회복지관,"부산광역시 기장군 기장읍 차성로 206, 기장종합사회복지관"
비둘기공원,부산광역시 기장군 기장읍 동부리 138번지
길천,부산광역시 기장군 장안읍 길천리 190번지 94호
기장읍경로식당,"부산광역시 기장군 기장읍 차성동로 88-6, (사)대한노인회기장군지회"
월전물양장,부산광역시 기장군 기장읍 죽성리 154번지 31호
연잎,부산광역시 기장군 정관읍 달산리 1220번지
두호해변,부산광역시 기장군 기장읍 죽성리 134번지 12호
일광해수욕장1,부산광역시 기장군 일광면 삼성리 143번지 8호
기장역,"부산광역시 기장군 기장읍 차성로288번길 86, 기장역"
공수체험장,부산광역시 기장군 기장읍 시랑리 545번지 12호
기장군청소년수련관,"부산광역시 기장군 정관읍 달음산길 106, 기장군청소년수련관"
연어테마길(화전마을) 화장실,부산광역시 기장군 일광읍 화전리 342-1
기장장관청,부산광역시 기장군 기장읍 동부리 196번지 1호
정관읍경로식당,부산광역시 기장군 정관읍 구연3로 27
기장군농업기술센터 본관,"부산광역시 기장군 기장읍 반송로 1370-22, 농업기술센터"
안평역,"부산광역시 기장군 철마면 반송로 1101, 안평역"
부울고속도로 기장일광영업소,"부산광역시 기장군 일광읍 기장대로 909-45, 부산울산선 기장영업소 1층"
한국폴리텍대학동부산캠퍼스,"부산광역시 기장군 정관읍 산단4로 2-69, 한국폴리텍대학 동부산캠퍼스"
기장군보건소,"부산광역시 기장군 기장읍 기장대로 560, 기장군보건소"
한국수산자원공단,"부산광역시 기장군 일광읍 이동길 4, 한국수산자원공단"
이동1,부산광역시 기장군 일광면 이천리 산 1번지 1호
기장생활체육센터,"부산광역시 기장군 기장읍 차성서로109번길 24, 기장생활체육공원"
온정마을,부산광역시 기장군 일광면 동백리 266번지 3호
구목정공원,부산광역시 기장군 정관읍 용수리 1354
대변항3,부산광역시 기장군 기장읍 대변리 304번지 18호
기장시장공영주차장,부산광역시 기장군 기장읍 읍내로94번길 9
서암마을,부산광역시 기장군 기장읍 연화리 297번지 22호
산수곡,부산광역시 기장군 일광면 용천리 91번지 7호
솔마루공원,부산광역시 기장군 정관읍 모전리 726
안데르센 동화동산,부산광역시 기장군 장안읍 기룡리 산 133-1
이천2(미역),부산광역시 기장군 일광면 이천길 66
두명쉼터,부산광역시 기장군 정관읍 두명2길 4
월내우체국 1층,"부산광역시 기장군 장안읍 길천2길 5-1, 월내우체국"
옥정사(연리지),부산광역시 기장군 일광면 원리 산 89번지
상수도사업본부 기장사업소,부산광역시 기장군 기장읍 차성동로31번길 10
대라다목적도서관,"부산광역시 기장군 기장읍 차성서로 86, 대라다목적도서관"
정관읍행정복지센터,"부산광역시 기장군 정관읍 용수로 4, 정관읍행정복지센터"
공수마을(산),부산광역시 기장군 기장읍 시랑리 655번지
월내물양장,"부산광역시 기장군 장안읍 월내해안길 62, 월내 특산물 판매장"
기장수산물체험홍보센터,부산광역시 기장군 기장읍 기장해안로 678
안적사,부산광역시 기장군 기장읍 내리 692번지
기장도서관어린이실(별관),"부산광역시 기장군 기장읍 차성동로126번길 13-5, 기장도서관"
철마파출소,"부산광역시 기장군 철마면 철마로 473, 철마파출소"
칠암물양장,부산광역시 기장군 일광면 칠암리 2번지 5호
삼동보건진료소,부산광역시 기장군 철마면 철마삼동로 94
이천1(소라),부산광역시 기장군 일광면 이천리 874번지 19호
좌천시장마을2(주차장안),부산광역시 기장군 장안읍 좌천리 45번지 8호
수효사,부산광역시 기장군 장안읍 반룡리 821번지 3호
철마체육시설,부산광역시 기장군 철마면 철마로 543
사라수변공원,부산광역시 기장군 기장읍 대라리 656번지
이천생태공원,부산광역시 기장군 일광면 이천리 696번지 7호
정관도서관,부산광역시 기장군 정관읍 정관중앙로 100
국립부산과학관 캠프관 B동,"부산광역시 기장군 기장읍 동부산관광6로 59, 국립부산과학관"
송정천,부산광역시 기장군 기장읍 내리 378-14
윗골공원,부산광역시 기장군 정관읍 정관8로 11
철마면행정복지센터,부산광역시 기장군 철마면 철마로 485
정관지구대,부산광역시 기장군 정관읍 용수로 17
기장군선거관리위원회,"부산광역시 기장군 기장읍 대청로36번길 11-6, 기장군선거관리위원회"
연화리물양장2(여성전용),부산광역시 기장군 기장읍 연화리 119번지 10호
장안사진입로,부산광역시 기장군 장안읍 장안리 507번지 1호
척판암,부산광역시 기장군 장안읍 장안리 606번지 1호
내리새라도서관,부산광역시 기장군 기장읍 기장대로 51
사라수변공원입구,부산광역시 기장군 기장읍 대라리 374-22
국립부산과학관 어린이과학관,"부산광역시 기장군 기장읍 동부산관광6로 59, 국립부산과학관"
대변해변2,부산광역시 기장군 기장읍 대변리 산 21번지
일광해수욕장4,부산광역시 기장군 일광면 삼성리 676번지 2호
정관어린이도서관,부산광역시 기장군 정관읍 정관8로 11
테마임도공원1,부산광역시 기장군 기장읍 만화리 산 1번지
부울고속도로해운대송정영업소,"부산광역시 기장군 기장읍 기장대로 116-125, 고속도로영업소 1층"
좌광천3(자전거도로),부산광역시 기장군 장안읍 좌천리 산 16번지 15호
정관읍교육행복센터,"부산광역시 기장군 정관읍 용수로 4, 정관읍행정복지센터"
기장체육관,"부산광역시 기장군 기장읍 기장대로 650, 기장체육관"
햇님공원,부산광역시 기장군 일광읍 이천리 925
삼성숲공원,부산광역시 기장군 일광면 삼성리 790
기룡솔밭,부산광역시 기장군 장안읍 기룡리 510번지 1호
동백1,부산광역시 기장군 일광면 동백리 산 57번지 1호
장안천야구장,부산광역시 기장군 장안읍 고무로 294
월내역,"부산광역시 기장군 장안읍 해맞이로 351-31, 동해선 월내역"
기장군국민체육센터,"부산광역시 기장군 일광읍 체육공원1로 29, 기장국민체육공원"
횡계공원,부산광역시 기장군 일광읍 횡계리 302
동암마을,부산광역시 기장군 기장읍 시랑리 664번지 6호
물빛공원,부산광역시 기장군 정관읍 모전로 29
장안(울산)휴게소,"부산광역시 기장군 장안읍 동해고속도로 26, 장안휴게소상행"
고촌역,"부산광역시 기장군 철마면 반송로 991, 고촌역"
죽순,부산광역시 기장군 정관읍 달산리 1246번지
리틀-소프트볼구장,부산광역시 기장군 일광읍 체육공원2로 50
기장구조대,"부산광역시 기장군 정관읍 정관로 923-9, 기장소방서구조대"
기장군노인복지회관,"부산광역시 기장군 기장읍 대청로22번길 61, 기장군노인복지회관"
죽성왜성,부산광역시 기장군 기장읍 죽성리 267번지
부산환경공단 기장사업소 공원,"부산광역시 기장군 기장읍 기장대로 564, 부산환경공단기장사업소"
기장문화예절학교,"부산광역시 기장군 장안읍 해맞이로 311-31, 기장문화예절학교"
오랑대,부산광역시 기장군 기장읍 기장해안로 340-40
철마노인대학(4층),"부산광역시 기장군 철마면 개좌로 822, 철마복지회관"
길천근린공원,부산광역시 기장군 장안읍 길천리 산 100번지
철마면행정복지센터 별동,부산광역시 기장군 철마면 철마로 485
이동항,부산광역시 기장군 일광면 이천리 170-2
백두사,부산광역시 기장군 일광면 삼성리 산 60번지
부산환경공단 문오성처리장 공원,부산광역시 기장군 일광읍 칠암3길 47
학리2(방파제),부산광역시 기장군 일광면 학리 120번지 2호
이순신공원(위령탑),경상남도 통영시 정량동605-1
우도(마을식당 옆),경상남도 통영시 우도길103-3
통영케이블카(하부1층),경상남도 통영시 발개로 205
산양해변공원 공중화장실,경상남도 통영시 산양읍 영운리 72-1
안정공원,경상남도 통영시 광도면 춘원1로6
케이블카 파크랜드(관리동),경상남도 통영시 발개로 172-26
무전동주민센터,경상남도 통영시 중앙로 320
학림 공중화장실,경상남도 통영시 산양읍 저림리산47
도남주차장 공중화장실,경상남도 통영시 도남동635
한국전기안전공사 경남남부지사,경상남도 통영시 원문로 33
국도,경상남도 통영시 국도길17
통영관광정보센터(도남동),경상남도 통영시 도남로 269-26
한산대첩광장 공중화장실,경상남도 통영시 통영해안로 267
통영시청 제1청사(민원용),경상남도 통영시 통영해안로515
미수광바위 공중화장실,경상남도 통영시 미수동854-3
통영관광휴게소,경상남도 통영시 용남면 남해안대로 325
통영종합버스터미널,경상남도 통영시 광도면 죽림4로 24
소고포 공중화장실,경상남도 통영시 세작목길 42
도산면사무소,경상남도 통영시 도산면 도산일주로30-2
이마트통영점,경상남도 통영시 광도면 죽림4로 9
농업기술센터,경상남도 통영시 광도면 향교옆길 31
욕지모노레일(상부역사-야외),경상남도 통영시 욕지면 욕지일주로 1467
죽림다목적구장(풋살),경상남도 통영시 광도면 죽림리292-5
도남관광주유소,경상남도 통영시 도남로 78
유동 공중화장실,경상남도 통영시 욕지면 유동길106-20
수우도 공중화장실,경상남도 통영시 사량면 수우도길1
곡룡포 공중화장실,경상남도 통영시 추봉로 545
내지 공중화장실,경상남도 통영시 사량면 상도일주로501-2
안정사 공중화장실,경상남도 통영시 광도면 안정1길310
욕지 자부마을,경상남도 통영시 자부포길79-1
미수주유소,경상남도 통영시 미수로 73
용남주유소,경상남도 통영시 남해안대로 332
세인주유소,경상남도 통영시 통영해안로 532
중앙동사무소,경상남도 통영시 동문로28-1
노대상리 공중화장실,경상남도 통영시 상리길45-14
한산서좌무방류시스템공중화장실,경상남도 통영시 한산면 창좌리 32-17
용남신촌 공중화장실,경상남도 통영시 용남면 장평신촌1길77
미수해저터널 공중화장실,경상남도 통영시 미수동907-1
죽림십자공원(죽림6어린이공원),경상남도 통영시 광도면 죽림4로23-76
크리에이티브허브,경상남도 통영시 세병로 32
케이블카 파크랜드(입구),경상남도 통영시 발개로172-9(도남동)
산양신전 항포구 공중화장실,경상남도 통영시 산양읍 신전리167-2
통영시장애인종합복지관,경상남도 통영시 용남면 기호바깥길 7-89
동부마을 공중화장실,경상남도 통영시 용남면 지도해안로315
박경리 추모공원,경상남도 통영시 산양읍 산양중앙로191
통영생태숲(관리동),경상남도 통영시 통영터널로15-28
동피랑점방 공중화장실,경상남도 통영시 동피랑2길25
먹방 공중화장실,경상남도 통영시 사량면 읍덕리57-4
창원지방검찰청 통영지청,경상남도 통영시 용남면 동달안길 65
산양일운소공원,경상남도 통영시 산양읍 영운리927-1
통영시민문화회관,경상남도 통영시 남망공원길29
충무체육관,경상남도 통영시 북문2길34
도남비치발리볼장 공중화장실,경상남도 통영시 도남동105
광도면사무소,경상남도 통영시 노산길115
성자암,경상남도 통영시 사량면 옥동길301
서촌 공중화장실,경상남도 통영시 서촌아랫길96
한산파출소,경상남도 통영시 한산면 한산일주로 840-1
통영해양경찰서(민원동),경상남도 통영시 광도면 죽림2로 45
수산과학관,경상남도 통영시 산양읍 척포길 628-111
통영우체국,경상남도 통영시 중앙로 325
산양저도 항포구 공중화장실,경상남도 통영시 산양읍 저림리170-4
원문공원(입구),경상남도 통영시 용남면 장문리995
달아공원,경상남도 통영시 산양읍 산양일주로 1113
미수 게이트볼장,경상남도 통영시 미수동247-7
청마문학관,경상남도 통영시 망일1길82
사량돈지 공중화장실,경상남도 통영시 사량면 상도일주로910
한산대항 공중화장실,경상남도 통영시 한산면 매물도대항길 20
북신동사무소,경상남도 통영시 여황로403-6
통영RCE세자트라센터,경상남도 통영시 용남해안로116
용남구장,경상남도 통영시 용남면 원평리 917-163
논아랫개 공중화장실,경상남도 통영시 논아랫개길168
내죽도공원,경상남도 통영시 광도면 죽림리1574-3
당동해저터널 공중화장실,경상남도 통영시 도천1길7
목과 공중화장실,경상남도 통영시 욕지면 동항리651-1
욕지해운(동촌),경상남도 통영시 욕지면 욕지일주로113
한산당금 공중화장실,경상남도 통영시 한산면 당금길 28
만지 공중화장실,경상남도 통영시 산양읍 만지길19
강구안 공중화장실,경상남도 통영시 통영해안로 352
도산 동촌마을,경상남도 통영시 도산면 도산일주로 790-27
북신지구대,경상남도 통영시 무전대로 40
통영생태숲(입구),경상남도 통영시 통영터널로15-28
욕지파출소,경상남도 통영시 욕지면 천왕로 29
원평지도선착장 공중화장실,경상남도 통영시 용남면 원평리293-43
사량대교 전망대,경상남도 통영시 하도일주로1459
케이블카 파크랜드(오토캠핑장),경상남도 통영시 발개로 172-24
서피랑공원(입구),경상남도 통영시 명정동305-13
서피랑공원(중간),경상남도 통영시 중앙동185
한국국토정보공사 통영지사,경상남도 통영시 안개2길16
한국자산관리공사 통영지사,경상남도 통영시 중앙로 297
사량면사무소,경상남도 통영시 상도일주로1580-13
풍해주유소,경상남도 통영시 도산면 남해안대로 2119
참편한주유소,경상남도 통영시 도산면 남해안대로 1442
천일주유소,경상남도 통영시 통영해안로 559
사량 은포마을 공중화장실,경상남도 통영시 사량면 양지리647
미수해양공원 공중화장실,경상남도 통영시 미수해안로45
용화사띠밭등 공중화장실,경상남도 통영시 산양읍 영운리산189
산양대항 공중화장실,경상남도 통영시 산양읍 추도일주로6-1
능양 공중화장실,경상남도 통영시 사량면 능양길45
이순신공원(기상대),경상남도 통영시 정량동 846-1
연명마을 공중화장실,경상남도 통영시 연명길57
남망산공원,경상남도 통영시 남망공원길29
한산추원무방류시스템공중화장실,경상남도 통영시 한산면 추봉리 531-2
통영시공설봉안당,경상남도 통영시 장대길 144
통영체육청소년센터,경상남도 통영시 광도면 죽림해안로 187
동피랑 벽화마을 공중화장실,경상남도 통영시 태평동 449-42
선촌(게이트볼장),경상남도 통영시 용남해안로154
한산비산도무방류시스템화장실,경상남도 통영시 한산면 염호리 909
통영한산대첩문화재단,경상남도 통영시 중앙로 65
대각사 공중화장실,경상남도 통영시 산양읍 삼덕리599
욕지모노레일(하부역사),경상남도 통영시 욕지면 욕지일주로 1467
북신해변공원,경상남도 통영시 무전동1053
경상남도 수산안전기술원,경상남도 통영시 미수해안로 164-20
정량천 생태하천,경상남도 통영시 장대길88-1
통영시선거관리위원회,경상남도 통영시 광도면 죽림3로 64
선촌마을 공중화장실,경상남도 통영시 용남면 용남해안로 116-1
민양회차지 공중화장실,경상남도 통영시 인평동761-2
옥동마을 공중화장실,경상남도 통영시 사량면 금평리산101-12
죽림다목적구장(족구),경상남도 통영시 광도면 죽림리318-30
국립농산물품질관리원 통영·거제사무소,경상남도 통영시 광도면 향교옆길 86
의항 공중화장실,경상남도 통영시 문어포길 21-35
용남면사무소,경상남도 통영시 용남면 달포큰길28
용남견유 공중화장실,경상남도 통영시 용남면 장평리411-2
황리임중 시내버스 종점,경상남도 통영시 광도면 황리1666
민양마을 입구 공중화장실,경상남도 통영시 인평동932-2
통영유람선터미널,경상남도 통영시 도남로 269-38
욕지도동 공중화장실,경상남도 통영시 욕지면 도동길96
산양파출소,경상남도 통영시 산양읍 산양중앙로 1
비진도해수욕장행정봉사실,경상남도 통영시 외항길 24
진촌 공중화장실,경상남도 통영시 사량면 상도일주로1580-9
읍덕마을 공중화장실,경상남도 통영시 하도일주로254
사량여객터미널,경상남도 통영시 사량면 진촌1길 9
꿈이랑도서관,경상남도 통영시 산양읍 둔전길155
사량통포무방류시스템공중화장실,경상남도 통영시 사량면 양지리49-1
도천동사무소,경상남도 통영시 평인일주로36
욕지면사무소,경상남도 통영시 욕지면 중촌길193
내지숲 공중화장실,경상남도 통영시 사량면 상도일주로487
새천년공원 공중화장실,경상남도 통영시 욕지면 동항리산95-76
신봉 공중화장실,경상남도 통영시 산양읍 산양일주로547
수우도해수욕장,경상남도 통영시 사량면 수우도길2-147
산양수월 무방류시스템,경상남도 통영시 산양읍 풍화리 1613-22
용화사광장 공중화장실,경상남도 통영시 봉평동산19-6
해동주유소,경상남도 통영시 중앙로 304
대교주유소,경상남도 통영시 남해안대로 47
신봉마을 시내버스종점,경상남도 통영시 산양읍 신전리324-12
사량논개무방류시스템공중화장실,경상남도 통영시 사량면 돈지리75-7
명정동사무소,경상남도 통영시 충렬로6
도산하양지 공중화장실,경상남도 통영시 도산면수월리198-1
평림산책로 공중화장실,경상남도 통영시 평림동 산33-7
동남지방통계청 통영사무소,경상남도 통영시 용남면 용남해안로 355
광도면 안정민원실,경상남도 통영시 광도면 벽방4길 2
동피랑갤러리,경상남도 통영시 동피랑1길6-18
죽도 공중화장실,경상남도 통영시 죽도길 81
미수지구대,경상남도 통영시 운하2길 17
봉평동사무소,경상남도 통영시 도남로 185
마동마을,경상남도 통영시 산양읍 미남리338-6
욕지 출렁다리,경상남도 통영시 욕지면 옥동로117
스포츠파크(사무동),경상남도 통영시 산양읍 산양중앙로 100
한산면사무소,경상남도 통영시 한산면 한산일주로844
이순신공원(중간),경상남도 통영시 정량동626
삼덕영동해운 공중화장실,경상남도 통영시 산양읍 원항1길3
욕지도서관,경상남도 통영시 욕지면 중촌길203
사량대항해수욕장 공중화장실,경상남도 통영시 사량면 대항길64-52
도남전통공예관 공중화장실,경상남도 통영시 도남로281
죽림산책로 공중화장실,경상남도 통영시 광도면 죽림해안로9-8
근로복지공단 통영지사,경상남도 통영시 광도면 죽림2로 49-10
욕지영동해운(불곡),경상남도 통영시 욕지면 욕지일주로79
충무도서관,경상남도 통영시 용남면 기호바깥길7-87
민양마을 종점 공중화장실,경상남도 통영시 인평동1135-9
욕지연화도 보덕암 공중화장실,경상남도 통영시 욕지면 십리골길 315
평림(해넘이쉼터),경상남도 통영시 평인일주로577
통영해양경찰서 통영파출소,경상남도 통영시 통영해안로 200
봉평동주민자치센터,경상남도 통영시 해평1길 33-10
통영국제음악당,경상남도 통영시 큰발개1길 38
광도면 죽림민원실,경상남도 통영시 광도면 죽림3로 56
수월숲 공중화장실,경상남도 통영시 도산면 도산일주로1163
욕지노적 공중화장실,경상남도 통영시 욕지면 노적길89-5
욕지덕동공중화장실,경상남도 통영시 욕지면 덕동길40-12
도남분수대 공중화장실,경상남도 통영시 도남로281(도남동)
한산소매물도 공중화장실,경상남도 통영시 한산면 소매물도길 18
통영알뜰주유소,경상남도 통영시 도산면 남해안대로 1574
국치마을 공중화장실,경상남도 통영시 국치2길66-10
창원보호관찰소 통영지소,경상남도 통영시 여황로 403-8
비진도 공중화장실,경상남도 통영시 한산면 비진도길 457
도남해수욕장 공중화장실,경상남도 통영시 산양읍 삼칭이해안길187
롯데마트,경상남도 통영시 무전대로 65
통영주유소,경상남도 통영시 안개로 22
공설운동장,경상남도 통영시 북문2길25
원문공원(말구리),경상남도 통영시 무전동757-1
통영시청 제2청사(민원용),경상남도 통영시 해미당1길33
연기마을 공중화장실,경상남도 통영시 용남면 연기길325
산양이운마을,경상남도 통영시 산양읍 영운리269-7
통영교육지원청,경상남도 통영시 광도면 죽림2로 25-32
한산대첩광장 공중화장실(지하),경상남도 통영시 통영해안로 267
김춘수유품전시관,경상남도 통영시 해평5길 142-16
당동 어선대체부두,경상남도 통영시 통영해안로20
통영시립도서관,경상남도 통영시 무전3길29
제승당 공중화장실,경상남도 통영시 한산면 한산일주로 96
풍경주유소,경상남도 통영시 도산면 남해안대로 2152
바다휴게소,경상남도 통영시 도산면 남해안대로 2125
학섬휴게소,경상남도 통영시 도산면 남해안대로 1869
내항 공중화장실,경상남도 통영시 한산면 비진도길 11
사량대항 공중화장실,경상남도 통영시 사량면 대항길47-42
이순신공원주차장,경상남도 통영시 멘데산업길141-9
사량파출소,경상남도 통영시 사량면 진촌2길 17
용남죽촌 공중화장실,경상남도 통영시 용남면 원평리18-8
사량덕동 공중화장실,경상남도 통영시 사량면 읍덕리174-2
통영체육관,경상남도 통영시 평인일주로831
우포마을 공중화장실,경상남도 통영시 평림동 813-5
영운 항포구 공중화장실,경상남도 통영시 산양읍 산양일주로 271
산등마을 공중화장실,경상남도 통영시 산등길6
도산상양지 공중화장실,경상남도 통영시 도산면수월리530-5
중앙지구대,경상남도 통영시 중앙로 170
산양읍사무소,경상남도 통영시 산양읍 산양일주로1683-25
봉암(해수욕장) 공중화장실,경상남도 통영시 봉암1길 167
연대 공중화장실,경상남도 통영시 연대길8
서호전통시장,경상남도 통영시 새터길42-6
죽림4어린이공원(무장애통합놀이터),경상남도 통영시 광도면 죽림리 1576-1
당산나무 공중화장실,경상남도 통영시 데메3길 42
여객선터미널 공중화장실,경상남도 통영시 통영해안로 234
정량천 물놀이시설,경상남도 통영시 장대4길26
미수동 어선대체부두 공중화장실,경상남도 통영시 미우지해안로 52
미수체육공원 공중화장실,경상남도 통영시 미수동601-5
통영시공설봉안당,"경상남도 통영시 장대길 144, 통영시립화장장 (정량동)"
통영케이블카(상부),경상남도 통영시 발개로 205
사량술미무방류시스템공중화장실,경상남도 통영시 사량면 돈지리32-2
국립공원관리공단 한려해상국립공원동부사무소,경상남도 통영시 도남로 117
한산호두 공중화장실,경상남도 통영시 호두1길 85
통영해양스포츠센타,경상남도 통영시 도남로269-20
수산과학관(실외),경상남도 통영시 산양읍 척포길 628-111
정량동사무소,경상남도 통영시 장좌로28
통영문화재단,"경상남도 통영시 세병로 32, 통영시향토역사관 (태평동)"
미수동사무소,경상남도 통영시 미수해안로51-1
중화마을,경상남도 통영시 산양읍 산양일주로1449
사량백학 무방류시스템,경상남도 통영시 사량면 백학길 57
통영시공설화장장,"경상남도 통영시 장대길 115, 통영시추모공원 (정량동)"
용남지도 공중화장실,경상남도 통영시 용남면 지도리662-5
남망산주차장 공중화장실,경상남도 통영시 동호동250
북포루 공중화장실,경상남도 통영시 문화동산2
봉암마을 공중화장실,경상남도 통영시 한산면 봉암1길218
능양 공중화장실(요트계류장),경상남도 통영시 능양길45
경남남부세관 통영지원센터,경상남도 통영시 통영해안로 257
스포츠파크(실외),경상남도 통영시 산양읍 산양중앙로 100
비진도서편 공중화장실,경상남도 통영시 한산면 외항길 48-7
산양송도 공중화장실,경상남도 통영시 산양읍 저림리산95-10
우도마을(해수욕장및구멍섬사이),경상남도 통영시 우도길193
내지마을 특산물판매장,경상남도 통영시 사량면 상도일주로 490
사량능양 무방류시스템,경상남도 통영시 사량면 양지리187-1
사량외지 무방류시스템,경상남도 통영시 사량면 양지리 678-5
삼도수군통제영,경상남도 통영시 세병로26
욕지흰작살해수욕장,경상남도 통영시 욕지면 욕지일주로352
달아마을 공중화장실,경상남도 통영시 산양읍 산양일주로1015
동암 공중화장실,경상남도 통영시 용남면 동달리1408-1
평림구장,경상남도 통영시 평인일주로 831
광도지구대,경상남도 통영시 광도면 죽림3로 25
서호전통시장 고객지원센터,경상남도 통영시 새터길58-9
노산다목적구장 공중화장실,경상남도 통영시 광도면 노산리912-8
중앙전통시장,경상남도 통영시 중앙시장1길 7-7
세자트라(방문자센터),경상남도 통영시 용남면 용남해안로 116
박경리기념관,경상남도 통영시 산양읍 산양중앙로173
수륙일주도로 공중화장실,경상남도 통영시 산양읍 삼칭이해안길820
미조마을 공중화장실,경상남도 통영시 산양읍 추도일주로303-21
소포마을 공중화장실,경상남도 통영시 평림동 1090
수우마을,경상남도 통영시 수우도길2-49
고용노동부 통영지청,경상남도 통영시 광도면 죽림1로 69
삼도수군통제영(세병관),경상남도 통영시 세병로27
용화사광장밑 공영주차장,경상남도 통영시 봉수로 93
통영경찰서,경상남도 통영시 광도면 죽림3로 53
통영케이블카(하부야외),경상남도 통영시 발개로 205
두미북구,경상남도 통영시 학리길44-8
산유골 수목정원,경상남도 통영시 산양읍 신전리1464-1
원문공원(기호마을),경상남도 통영시 용남면 장문리1024
구계서원,경상남도 사천시 사천읍 구암두문로 361-11
신수항1,경상남도 사천시 대구길 316 (신수동)
곤양생활체육시설 주차장,경상남도 사천시 곤양면 북문길 123
신수항2,경상남도 사천시 대구길 270 (신수동)
물빛정원,경상남도 사천시 곤명면 경서대로 3435-1
서포생활체육공원,경상남도 사천시 서포면 까치섬들로 23
사천시외버스터미널,경상남도 사천시 사천읍 옥산로  120
서금방파제,경상남도 사천시 등대길  70 (서금동)
