name,address
대산119안전센터 화장실,"경상남도창원시의창구대산면봉강가술로583(가술리,창원소방서대산지역대)"
북면수변공원(야구장),경상남도창원시의창구북면외산리1567
북면사무소,경상남도창원시의창구북면천주로1085
회원2동 임시주차장,경상남도 창원시 마산회원구 회원서2길 28 (회원동)
창원종합버스터미널,"경상남도 창원시 의창구 창원대로 371, 창원종합버스터미널 (팔용동)"
우도 선착장 장애인용,"경상남도 창원시 진해구 우도로 2, 공중화장실 (명동)"
불모주유소,경상남도창원시성산구창원대로1298(불모산동)
대산면 평생교육센터 화장실,경상남도창원시의창구대산면진산대로355번길20(제동리)
성산스포츠센터 화장실,경상남도창원시성산구창이대로888성산스포츠센터
삼귀 갯마을 선착장,경상남도창원시성산구귀산동652-6
경남교육연수원,경상남도창원시의창구사림로111번길22
저도연륙교밑 해안도로,경상남도창원시마산합포구구산면구복리산183-11
동마산보건지소 4층 화장실,"경상남도 창원시 마산회원구 구암남14길 33, 동마산보건지소 (구암동)"
우곡사 입구,경상남도창원시의창구동읍자여로459
창원치매안심센터,경상남도 창원시 마디미로73번길 10
청안공원(부영A앞),경상남도창원시진해구안청로69
장천어린이공원,경상남도창원시진해대로1114번길48
현동물놀이장,"경상남도 창원시 마산합포구 현동로 96, 공중화장실 (현동)"
명서주민운동장,경상남도창원시의창구우곡로124-1
구암2동 체육시설,경상남도 창원시 마산회원구 구암서1길 288 (구암동)
무학빌딩,"경상남도창원시마산회원구3.15대로628(석전동,무학빌딩)"
창원문화원,"경상남도창원시의창구용지로239번길19-22(용호동,창원문화원)"
행암 벚꽃동산(오페라하우스),"경상남도 창원시 진해구 행암로 192-1, 공중화장실 (행암동)"
창원축구센터 경비실(남문),"경상남도창원시성산구비음로97(사파정동,창원축구센터)"
적석산 등산로입구,경상남도 창원시 마산합포구 진전면 적석산2길 9-3
무학119안전센터 화장실,"경상남도 창원시 마산회원구 무학로 564, 남성119안전센터 (회원동)"
경상남도 창원시 진해보건소 1층 화장실,"경상남도창원시진해구진해대로1101(풍호동,진해보건소)"
중원쉼터,경상남도창원시진해구벚꽃로33
중앙주유소,"경상남도창원시마산합포구3.15대로294(서성동,중앙주유소)"
장복산공원 궁도장옆,"경상남도 창원시 진해구 장복산길 52, 공중화장실 (태백동)"
여좌동 한전옆,"경상남도 창원시 진해구 여좌천로 128, 공중화장실 (태백동)"
해양공원 솔라파크 전시동 화장실,"경상남도창원시진해구명동로62(명동,진해해양공원)"
태평동주민센터 화장실,경상남도창원시진해구태평로26
동신2차아파트 상가동,경상남도창원시마산회원구내서읍중리상곡로136
대방솔밭공원,경상남도 창원시 성산구 대암로77번길 39 (대방동)
웅동오일뱅크 화장실,"경상남도창원시진해구웅동로86(마천동,웅동주유소)"
의림사,경상남도 창원시 마산합포구 진북면 의림로 365
삼포선착장,"경상남도 창원시 진해구 명제로324번길 14-9, 공중화장실 (명동)"
마산야구센터 실내수영장 화장실,"경상남도창원시마산회원구삼호로63(양덕동,마산야구센터)"
3.15탑,"경상남도 창원시 마산합포구 몽고정길 135-3, 공중화장실 (서성동)"
창원축구센터 주경기장,"경상남도창원시성산구비음로97(사파정동,창원축구센터)"
마산영생원,경상남도 창원시 마산합포구 진동면 공원묘원로 232
웅천시장,경상남도 창원시 진해구 웅천중로56번길 8 (성내동)
명동 선착장,"경상남도 창원시 진해구 명동로 29, 공중화장실 (명동)"
남창원농협 경제사업소,경상남도창원시성산구가음로92번길5(가음동)
천주산 만남의 광장,경상남도창원시의창구북면외감리산68
옥수골 마을,경상남도 창원시 마산회원구 내서읍 감천로 275-95
웅남주민 복지회관 화장실,경상남도창원시성산구신촌로134번길48(양곡동)
삼계파라솔 앞(교량밑),경상남도 창원시 마산회원구 내서읍 경남대로 806
시락 소포마을,경상남도창원시마산합포구진전면시락리837-21
출입국동 2층 화장실,"경상남도창원시마산합포구제2부두로30(신포동1가,정부경남지방합동청사)"
반월민원센터,경상남도창원시마산합포구3.15대로121
서원곡 사방댐,경상남도 창원시 마산합포구 서원곡2길 13 (교방동)
진해이동우편취급국,"경상남도 창원시 진해구 충장로 432, 이동우체국 (이동)"
옥방교,경상남도 창원시 마산합포구 진전면 의산삼일로 500
감동주유소,경상남도창원시성산구가음로90(가음동)
가포동주민센터,"경상남도창원시마산합포구가포해안길33(가포동,가포동주민센터)"
청안공원(미니축구장옆),경상남도창원시진해구안청로69
거락숲 아래하천,경상남도창원시마산합포구진전면고사리1180-13
목재문화체험장 2층,"경상남도 창원시 진해구 천자로 507, 목재문화체험장 (풍호동)"
행암낚시터,경상남도 창원시 진해구 행암로 160 (행암동)
웅남동 주민센터 화장실,"경상남도창원시성산구신촌로50(신촌동,웅남동주민센터)"
노산민원센터,"경상남도 창원시 마산합포구 노산남6길 45, 노산동 행정복지센터 (상남동)"
웅천동행정복지센터 화장실,"경상남도 창원시 진해구 웅천중로 59, 웅천동행정복지센터 (성내동)"
삼진체육시설 주차장 화장실,경상남도 창원시 마산합포구 진북면 삼진의거대로 440
마산보건소 정신건강복지센터,"경상남도 창원시 마산합포구 월영동북로 15, 마산보건소 (해운동)"
봉암동행정복지센터,"경상남도 창원시 마산회원구 봉양로 148, 봉암동행정복지센터 (봉암동)"
산호동 행정복지센터 화장실,"경상남도 창원시 마산합포구 산호남로 60, 산호동 행정복지센터 (산호동)"
웅동2동민원센터,경상남도 창원시 진해구 신항4로 53-45 (용원동)
대흥119안전센터,경상남도 창원시 진해구 백구로 72 (대흥동)
창원교육지원청 본관 화장실,"경상남도창원시의창구중앙대로228번길3(신월동,경상남도창원교육청)"
진해교육지원센터,"경상남도창원시진해구진해대로776번길11(석동,진해교육지원센터)"
창원도서관 별관Ⅱ,"경상남도창원시성산구두대로197-33(중앙동,창원도서관)"
원전 해안가,경상남도창원시마산합포구구산면심리45252
팔용근린공원,경상남도 창원시 마산회원구 학교단지로 18 (합성동)
영광주유소,"경상남도 창원시 마산합포구 무학로 210, 영광주유소 (월영동)"
팔용농산물도매시장,"경상남도창원시의창구차상로18번길45(팔용동,농산물도매시장)"
마창대교 밑,경상남도 창원시 성산구 귀산동 651
진동고현,경상남도 창원시 마산합포구 진동면 미더덕로 358-129
해병대 전첩비 내,경상남도 창원시 마산합포구 진북면 삼진의거대로 387
천주산 등산 도로변,경상남도창원시의창구천주로130
해양드라마세트장,경상남도창원시마산합포구구산면해양관광로876-2
진해도서관,"경상남도 창원시 진해구 충장로 141, 진해도서관 (여좌동)"
거락마을회관옆,경상남도 창원시 마산합포구 진전면 거락2길 8
금강사 입구,"경상남도 창원시 마산회원구 합성북24길 31, 금강사 (합성동)"
16호 근린공원,경상남도창원시진해구용원동1347-3
심리 해안가,경상남도 창원시 마산합포구 구산면 이순신로 602
자연학습장,경상남도창원시마산회원구봉암동567
가술시장,경상남도창원시의창구대산면가술길1번길8
2봉안당,"경상남도 창원시 성산구 공단로474번길 160, 창원시립상복공원 (상복동)"
삼포방파제,"경상남도 창원시 진해구 명제로324번길 40, 공중화장실 (명동)"
자은동행정복지센터화장실,"경상남도 창원시 진해구 덕산로51번길 12, 자은동행정복지센터 (자은동)"
아랫소포 해변가,경상남도 창원시 마산합포구 진전면 회진로 1255
진해구청 민원동 2층,"경상남도창원시진해구진해대로1101(풍호동,진해구청)"
구암2동 행정복지센터,"경상남도 창원시 마산회원구 구암남16길 12, 구암2동행정복지센터 (구암동)"
완월동행정복지센터,경상남도 창원시 마산합포구 고운로 216 (장군동4가)
교방동 행정복지센터,"경상남도 창원시 마산합포구 교방동5길 18, 교방동 행정복지센터 (교방동)"
창원교육지원청 별관 화장실,"경상남도창원시의창구중앙대로228번길3(신월동,경상남도창원교육청)"
창원시 농업기술센터,"경상남도 창원시 의창구 창이대로 71, 창원시농업기술센터 (명서동)"
오동동문화광장 화장실,경상남도 창원시 마산합포구 동성동 177-1
여좌지구어린이놀이터,"경상남도 창원시 진해구 대야남로 9, 공중화장실 (여좌동)"
경화역공원2,경상남도 창원시 진해구 진해대로 649 (경화동)
대장천생태하천,경상남도 창원시 진해구 대장로 44-13 (소사동)
일우A앞 삼호천변,경상남도창원시마산회원구석전동203-1
진북치안센터 화장실,"경상남도창원시마산합포구진북면삼진의거대로447(지산리,진북파출소)"
불모산동,경상남도 창원시 성산구 불모산동 346
동읍 주민운동장,경상남도창원시의창구동읍동읍로36465
(구)서커스장 화장실,"경상남도 창원시 마산합포구 돝섬1길 9, 돋섬해상유원지 (월영동)"
의창스포츠파크 게이트볼장,경상남도 창원시 의창구 천주로56번길 14 (동정동)
시내버스 회차지,경상남도 창원시 의창구 금강로 388 (소계동)
원전항,경상남도 창원시 마산합포구 구산면 이순신로 697
수도마을,경상남도 창원시 진해구 수도로 22 (수도동)
KT 진해지점,경상남도창원시진해구중원동로49(통신동)
대산면행정복지센터,"경상남도 창원시 의창구 대산면 가술산단동로 10, 대산면 행정복지센터"
거락숲 대량마을,경상남도 창원시 마산합포구 진전면 대량1길 111
자산치안센터 화장실,"경상남도창원시마산합포구자산서11길92(자산동,자산치안센터)"
중앙1호근린공원,경상남도창원시의창구중동793-3
안민고개 정상,경상남도 창원시 성산구 천선동 산 52-10 (주차장)
마산소방서 화장실,"경상남도창원시마산합포구제2부두로55(신포동1가,마산소방서)"
구산 119안전센터 화장실,경상남도 창원시 마산합포구 구산면 해양관광로 1401
여좌동행정복지센터 화장실,"경상남도 창원시 진해구 여명로 77, 여좌동행정복지센터 (여좌동)"
해양공원 야외화장실,"경상남도창원시진해구명동로62(명동,진해해양공원)"
서부보건지소 1층 화장실,"경상남도창원시진해구중원동로62(중앙동,서부보건지소)"
내동공원 화장실,"경상남도 창원시 성산구 두대로 242, 내동공원 공중화장실 (내동)"
큰나무공원,경상남도 창원시 의창구 대봉로26번길 13 (봉림동)
굴앞주유소,"경상남도창원시성산구창원대로1310(불모산동,굴앞주유소)"
푸른솔길,경상남도 창원시 성산구 안민동 625-4
팔룡119안전센터 화장실,"경상남도 창원시 의창구 창원대로204번길 15, 차룡소방서 (팔용동)"
남송주유소화장실,"경상남도창원시진해구진해대로2455(용원동,LG정유남송주유소)"
중앙1호근린공원 화장실,경상남도 창원시 의창구 중동남로 77 (중동)
해양공원 해전사체험관 화장실,"경상남도창원시진해구명동로62(명동,진해해양공원)"
중앙체육공원(민방위교육장) 화장실,경상남도 창원시 성산구 용지로 12 (중앙동)
누리길 2,경상남도 창원시 마산합포구 두릉중앙길 52 (예곡동)
구산면사무소 화장실,"경상남도창원시마산합포구구산면구산로554(구산면,구산면사무소)"
최윤덕도서관,경상남도 창원시 의창구 북면 무동서로 67
상북주유소,경상남도창원시마산합포구진북면진북산업로327(망곡리)
성주사 입구,경상남도 창원시 성산구 천선동 148-2
자은제1어린이공원,경상남도창원시진해구냉천로108번길7
천주산 등산로변(천주암),경상남도창원시의창구동정동126-4
웅천동 복지회관 화장실,"경상남도 창원시 진해구 웅천중로55번길 2, 웅천복지관 (성내동)"
이동행정복지센터,"경상남도 창원시 진해구 냉천로12번길 9, 이동행정복지센터 (이동)"
용추계곡 내,경상남도 창원시 의창구 용동 산 59-1
SK엔크린 초원제2주유소,"경상남도창원시의창구대산면진산대로636(모산리,거산주유소)"
습지공원 화장실,"경상남도 창원시 성산구 원이대로 915, 습지공원 공중화장실 (가음동)"
구암119안전센터 화장실,경상남도창원시마산회원구팔용로260
본포수변공원(다목적광장),경상남도 창원시 의창구 동읍 본포리 146-4
팔룡동행정복지센터,경상남도 창원시 의창구 팔용로455번길 19 (팔용동)
진해웅동2동 우체국,"경상남도 창원시 진해구 용재로 42, 웅동2동우체국 (용원동)"
해시계광장,경상남도 창원시 의창구 북면 하천리 1203
무점화장실,경상남도 창원시 의창구 동읍 무점리 5
소사생태길(백일),경상남도창원시진해구북부동산156
제덕만 매립지내 2,경상남도 창원시 진해구 명제로472번길 27 (제덕동)
창원문화재단 3.15아트센터,경상남도창원시마산회원구삼호로135(양덕동)3.15아트센터
여좌우수저류지,"경상남도 창원시 진해구 여좌로118번길 39, 고물상 (태백동)"
동강주유소,"경상남도창원시마산합포구가포로628(덕동동,동강주유소)"
산장찻집(동전고개),경상남도창원시마산합포구현동산160-2
성운주유소,경상남도창원시마산합포구천하장사로44(교방동)
적석산공영주차장,경상남도 창원시 마산합포구 진전면 적석산길 254
조밭 공영주차장,경상남도 창원시 마산합포구 구산면 해양관광로 1917
백일아침고요산길(소사임도),경상남도 창원시 진해구 대장로163번길 21-7 (소사동)
장복하늘마루산길(편백숲 쉼터 옆),경상남도 창원시 진해구 안민고개길 90-19 (태백동)
천자봉해오름길(장천임도변),"경상남도 창원시 진해구 진해대로1201번길 4, 공중화장실 (원포동)"
진부주유소화장실,경상남도창원시진해구진해대로2221(용원동)
진해물재생센터 관리부속동,"경상남도 창원시 진해구 천자로 101, 진해물재생센터 관리부속동 1층 (덕산동)"
경상남도교육청 제2청사 화장실,"경상남도창원시의창구용지로264(용호동,경상남도교육청제2청사)"
경상남도유아교육원 화장실,"경상남도창원시의창구봉곡로23번길2(봉곡동,경상남도유아교육원)"
북면119안전센터 화장실,"경상남도 창원시 의창구 북면 감계로110번길 54-36, 북면119안전센터 1동 1층"
주남저수지 오리화장실,경상남도창원시의창구동읍죽동길46번길68(죽동리)
17호 근린공원,경상남도창원시진해구용원동1353-5
창원교육지원청 별관 3층화장실,"경상남도창원시의창구중앙대로228번길3(신월동,경상남도창원교육청)"
안성마을 정자앞,경상남도창원시마산회원구내서읍안성리805
합계마을,경상남도 창원시 진해구 행암로314번길 160 (원포동)
시루봉 등산로,경상남도 창원시 진해구 자은동 산 1-1
구암1동행정복지센터,"경상남도 창원시 마산회원구 구암서8길 25, 구암1동 두루두루어울림센터 (구암동)"
무동3호어린이공원,경상남도 창원시 의창구 북면 동곡로 63
삼계삼풍대어린이공원,경상남도창원시마산회원구내서읍삼계8길42
태백동주민자치센터 화장실,"경상남도창원시진해구대야로36번길6(여좌동,태백동주민자치센터)"
신월지구대 화장실,"경상남도창원시의창구신사로45번길35(신월동,신월지구대)"
청량산 임도1,경상남도창원시마산합포구가포동산12-1
두척계곡,경상남도창원시마산회원구두척동산219
생태숲학습관 2층,"경상남도 창원시 진해구 진해대로1137번길 97, 진해만생태숲 (장천동)"
풍호공원 축구장내,경상남도창원시진해구천자로434-1
장복하늘마루산길(하늘마루 입구),경상남도창원시진해구장복산길56-42
양덕게이트볼장,경상남도창원시마산회원구양덕동68
본포수변공원(주차장),경상남도창원시의창구동읍본포리141-6
우곡사 저수지,경상남도창원시의창구동읍단계리147-9
가음정119안전센터 화장실,"경상남도창원시성산구대정로39(가음동,가음정119안전센터)"
편백치유센터 화장실 1층,경상남도 창원시 진해구 장복산길 47 (태백동)
상남단정공원 화장실,경상남도 창원시 성산구 단정로76번길 25 (상남동)
이동119안전센터 1층화장실,"경상남도 창원시 진해구 충장로 434, 이동 119안전센터 1동 2층 (이동)"
소사생태길(파쇄장옆),"경상남도 창원시 진해구 웅동로29번길 1, 웅동농협농수산물간이집하장 (남양동)"
앵지밭골,경상남도 창원시 마산회원구 회원동 산 55-2
웅동수원지 화장실,경상남도 창원시 진해구 소사천로40번길 3 (소사동)
용정사 입구,경상남도창원시의창구동읍의창대로900번길68
반송공원(현대A뒤) 화장실,경상남도창원시성산구반송동산44-2
진전 119안전센터 화장실,경상남도 창원시 마산합포구 진전면 오서리 289-1
북면주민자치센터2,경상남도창원시의창구북면천주로1085
올림픽공원(축구장 옆) 화장실,경상남도 창원시 성산구 두대로 198 (중앙동)
반송파출소 화장실,"경상남도창원시성산구원이대로473번길17(반림동,반송파출소)"
풍호공원(천자봉테니스장),경상남도창원시진해구천자로434
진해구청 행정동 지하1층,"경상남도창원시진해구진해대로1101(풍호동,진해구청)"
의산보건진료소 화장실,"경상남도 창원시 마산합포구 진전면 의산삼일로 195, 의산보건진료소"
삼각지공원,경상남도창원시마산회원구삼호로16
진해공설운동장 복싱체육관 옆,"경상남도창원시진해구충무로43(도만동,진해공설운동장)"
창원시 아이세상 장난감도서관 1층,경상남도창원시진해구편백로39
명서공원,경상남도창원시의창구명곡동산55
회원주유소 화장실,"경상남도창원시마산회원구3.15대로519(회원동,스피드주유소)"
대한상가(개방화장실),"경상남도창원시성산구원이대로656(상남동,대한상가)"
목재문화체험장야외화장실,경상남도창원시진해구천자로507
중앙 선창상가,경상남도 창원시 마산합포구 어시장8길 13 (신포동2가)
장복산공원(치유숲),"경상남도 창원시 진해구 장복산길 54, 공중화장실 (태백동)"
가포해안변공원,경상남도창원시마산합포구드림베이대로361
진해종합사회복지관,"경상남도 창원시 진해구 진해대로 1101, 진해종합사회복지관 (풍호동)"
진해구청 민원동 1층,"경상남도창원시진해구진해대로1101(풍호동,진해구청)"
가주검문소옆,"경상남도 창원시 진해구 가주로15번길 58, 가주휴게소 (가주동)"
성산도서관,"경상남도 창원시 성산구 외리로 47, 성산도서관 (남산동)"
사파파출소 화장실,"경상남도창원시성산구대암로113(대방동,남양파출소)"
마산화장장,경상남도 창원시 마산합포구 진동면 공원묘원로 232
석전119안전센터 화장실,"경상남도창원시마산회원구양덕옛1길62(양덕동,동마산소방서)"
금강주유소,"경상남도창원시마산합포구허당로23(상남동,금강주유소)"
호계펌프장 내,경상남도 창원시 마산회원구 내서읍 호계본동1길 129
진해구청 연못 화장실,"경상남도창원시진해구진해대로1101(풍호동,진해구청)"
만날근린공원,경상남도 창원시 마산합포구 만날고개1길 64 (월영동)
곡안공원,경상남도 창원시 마산합포구 진전면 곡안1길 17
장천동 소방동산,경상남도 창원시 진해구 진해대로1201번길 6 (장천동)
원산마을(술인방),경상남도창원시마산합포구진전면고사리386
창원축구센터 경비실(북문),"경상남도창원시성산구비음로97(사파정동,창원축구센터)"
지산주유소,경상남도창원시마산합포구진북면삼진의거대로473(지산리)
청량산 입구 등산로변,경상남도창원시마산합포구월영동산149-90
신항만주유소 화장실,"경상남도창원시진해구진해대로2120(두동,신항만주유소)"
창원축구센터 관리동,경상남도창원시성산구비음로97(창원축구센터)
창원종합운동장인라인스케이트장,"경상남도 창원시 성산구 원이대로 450, 창원종합운동장 (중앙동)"
펫빌리지,"경상남도 창원시 성산구 공단로474번길 160, 창원시립상복공원 (상복동)"
일광기공 앞,경상남도 창원시 마산회원구 내서읍 감천리 851-2
진해물재생센터 테니스장,경상남도 창원시 진해구 천자로 101 (덕산동)
하수관리사업소 홍보관 2층 화장실,경상남도창원시마산합포구가포로739(덕동동)
자은동민원센터화장실,"경상남도 창원시 진해구 장복대로 153, 자은민원센터 (자은동)"
합성1동 주민운동장,경상남도 창원시 마산회원구 합성동 540-5
의창동주민자치센터,"경상남도 창원시 의창구 천주로56번길 14, 의창동주민자치센터 (동정동)"
의창스포츠파크화장실,"경상남도 창원시 의창구 천주로56번길 14, 의창동주민자치센터 (동정동)"
천주산 등산로 입구,경상남도창원시의창구천주로105
국제주유소,"경상남도창원시마산회원구북성로163(회원동,국제주유소)"
마산보건소 본관 3층 화장실,"경상남도 창원시 마산합포구 월영동북로 15, 마산보건소 (해운동)"
도계체육공원,경상남도창원시의창구도계두리길199
중앙2호근린공원 화장실,경상남도 창원시 의창구 중동로 49 (중동)
가술공원화장실,경상남도 창원시 의창구 대산면 주남로503번길 80
내서읍보건지소 2층 화장실,"경상남도 창원시 마산회원구 내서읍 중리상곡로 69, 내서읍보건지소"
진전천 호산교각,경상남도 창원시 마산합포구 진전면 호산정달로 107
어시장 2,경상남도 창원시 마산합포구 어시장2길 34 (남성동)
본관1층화장실,"경상남도창원시의창구상남로289(사림동,경남지방경찰청)"
창원기술지원과 화장실,"경상남도 창원시 의창구 창이대로 71, 창원시농업기술센터 (명서동)"
의창파출소 화장실,"경상남도창원시의창구의창대로266번길11(중동,의창파출소)"
해양공원 어류생태학습관 화장실,"경상남도창원시진해구명동로62(명동,진해해양공원)"
완월파출소 화장실,"경상남도창원시마산합포구중앙남11길12(신흥동,모범자회)"
반딧불이도서관,"경상남도창원시의창구북면천주로1085(신촌리,북면사무소)"
동마산보건지소 3층 화장실,"경상남도 창원시 마산회원구 구암남14길 33, 동마산보건지소 (구암동)"
서원곡 비행장 앞,경상남도 창원시 마산합포구 서원곡1길 50-43 (교방동)
회성동행정복지센터 1층화장실,"경상남도창원시마산회원구북성로327(회성동,회성동주민센터)"
창원중부경찰서,경상남도창원시의창구상남로177
대호주유소화장실,경상남도창원시진해구안골로242(안골동)
원계근린공원,경상남도창원시마산회원구내서읍광려천남로179
창원경륜공단 옥외화장실,"경상남도창원시의창구원이대로470(두대동,경륜경기장)"
태백복지회관,경상남도 창원시진해구태백서로62
추곡주유소,"경상남도창원시마산합포구진북면진북산업로457(추곡리,추곡주유소)"
대방동 체육공원,경상남도 창원시 성산구 비음로 213 (대방동)
오동동주유소,경상남도창원시마산합포구오동동307
제2금강산 등산로입구,경상남도 창원시 마산회원구 제2금강산길 132-24 (합성동)
진해동부맑은물재생센터 1단계,"경상남도 창원시 진해구 남영로527번길 10, 1단계 2층 (남양동)"
장복하늘마루산길(삼밀사입구),경상남도창원시진해구장복산길56-42
안골낚시터,경상남도 창원시 진해구 안골로89번길 12 (안골동)
양덕중앙 홈런공원,경상남도창원시마산회원구양덕동479
경남주유소,경상남도창원시마산합포구신포동2가120-9
사화근린공원(39사 역사전시관),경상남도 창원시 의창구 중동남로 92 (도계동)
장복하늘마루길(하늘마루 앞),경상남도 창원시 진해구 장복산길 56-42 (태백동)
천자봉해오름길(사방댐 앞),"경상남도 창원시 진해구 냉천로 151, 진해영광기도원 (자은동)"
천자봉해오름길(안민고개7km지점),경상남도 창원시 진해구 진해대로1033번안길 92 (풍호동)
안계초등학교앞 공원,경상남도 창원시 마산회원구 내서읍 삼계로 100
경화문화의집 1층,"경상남도 창원시 진해구 경화로45번길 26, 경화문화의집 (경화동)"
진동파출소 화장실,"경상남도창원시마산합포구진동면삼진의거대로661(진동리,마산중부경찰서진동파출소)"
진해문화센터(구민회관),"경상남도 창원시 진해구 진해대로 325, 진해구민회관 (태백동)"
우리은행 1층 복도 화장실,"경상남도창원시진해구백구로56(평안동,(주)우리은행진해지점)"
용호주유소 화장실,경상남도창원시의창구용지로245(용호동)
경화동행정복지센터,"경상남도 창원시 진해구 경화로8번길 5, 경화동행정복지센터 (경화동)"
진해해변공원(교육사정문앞),경상남도창원시진해구진희로150
"1층 남자화장실, 2층 여자화장실","경상남도창원시마산회원구무역로145(봉암동,범한산업(주)제2공장)"
진전상평마을,경상남도창원시마산합포구진전면평암리714
불모산 등산로 입구,경상남도 창원시 성산구 불모산로66번길 51-31 (불모산동)
경상남도 창원시 동부건강생활지원센터,"경상남도창원시진해구용원로41번길8,1층(진해동부건강생활지원센터)"
회원도서관,"경상남도 창원시 마산회원구 3·15대로 558, 마산회원도서관 (회원동)"
사격장주차장,경상남도창원시의창구사림로99번길61
서부보건지소 4층 화장실,"경상남도창원시진해구중원동로62(중앙동,서부보건지소)"
소사생태길(백일),경상남도 창원시 진해구 웅천북로191번길 4-7 (북부동)
장복하늘마루길(천주교공원묘지 위),경상남도 창원시 진해구 안민고개길 90-19 (태백동)
창원교육지원청 별관 2층화장실,"경상남도창원시의창구중앙대로228번길3(신월동,경상남도창원교육청)"
족욕장(온천1공구),경상남도창원시의창구북면천주로1170번길24
경화역 공원1,경상남도 창원시 진해구 진해대로 649 (경화동)
장복하늘마루길(삼밀사입구),경상남도 창원시 진해구 장복산길 56-42 (태백동)
누리길 1,경상남도창원시마산합포구예곡동780-1
사화체육공원화장실,경상남도창원시의창구반계동1519
소답주민운동장 축구장,경상남도 창원시 의창구 의창대로317번길 66 (소답동)
산림욕장 풍호소류지,"경상남도 창원시 진해구 진해대로1099번길 92, 공중화장실 (장천동)"
옥계연수원 입구,경상남도창원시마산합포구구산면옥계리289-26
제황산공원(200계단),"경상남도창원시진해구중원동로52(제황산동,진해탑)"
창원시립테니스장 관리동,"경상남도창원시성산구비음로25번길17(사파동,창원종합테니스장)"
진동119안전센터 화장실,"경상남도 창원시 마산합포구 진동면 해양관광로 52, 진동119안전센터"
구산파출소 화장실,"경상남도창원시마산합포구구산면구산로562(수정리,구산파출소)"
태을정주유소,경상남도창원시의창구대산면모산길23(모산리)
유산주유소,"경상남도창원시마산합포구구산면구산로784(유산리,유산주유소)"
광석골주차장야외화장실,경상남도창원시진해구진해대로1137
창원종합운동장보조경기장화장실,"경상남도 창원시 성산구 원이대로 450, 창원종합운동장 (중앙동)"
울트라주유소,"경상남도창원시마산합포구무학로398(자산동,자산주유소)"
하수관리사업소 운동장 화장실,경상남도창원시마산합포구가포로739(덕동동)
창원도서관 본관,"경상남도창원시성산구두대로203(중앙동,창원도서관)"
경화동행정복지센터 2층,"경상남도 창원시 진해구 경화로8번길 5, 경화동행정복지센터 (경화동)"
창원시마음건강센터,경상남도 창원시 성산구 마디미로73번길 12
무동근린공원,경상남도 창원시 의창구 북면 무동로 202
팔룡공원(팔용터널 위),경상남도창원시의창구반계동1313-4(터널앞)
불모산 그린공원,경상남도 창원시 성산구 삼정자로 157 (불모산동)
삼귀동 신 해안로,경상남도 창원시 성산구 삼귀로 304 (귀산동)
용원119안전센터 1층 화장실,"경상남도 창원시 진해구 용원로 43, 용원119안전센터 (용원동)"
중동119안전센터 화장실,"경상남도 창원시 의창구 중동중앙로 119, 의창소방서 소답119안전센터 (중동)"
진전파출소 화장실,"경상남도창원시마산합포구진전면대실로156(오서리,진전치안센터)"
충혼탑,경상남도 창원시 진해구 천자로 434-1 (풍호동)
창원고용복지+센터 화장실,"경상남도 창원시 성산구 마디미서로 60, 고용지원센터빌딩 (상남동)"
회원1동주민센터 2층 화장실,"경상남도 창원시 마산회원구 회원동11길 7, 회원1동행정복지센터 (회원동)"
천주운동장(지하수 차단기),경상남도창원시의창구금강로379번길16-22
비음산 굴반쉼터,경상남도 창원시 성산구 사파정동 산 34
감계1호전망대화장실,경상남도창원시의창구북면감계리254-1
진해구청 민원동 지하1층,"경상남도창원시진해구진해대로1101(풍호동,진해구청)"
용호자연학습장,경상남도 창원시 성산구 용호로 96 (용호동)
반지 어울림운동장,경상남도 창원시 성산구 반지동 99
합포주유소,"경상남도창원시마산합포구북성로53(상남동,합포주유소)"
내서119안전센터 화장실,"경상남도창원시마산회원구내서읍중리공단로104(중리,내서119안전센터)"
산호근린공원(신규),경상남도 창원시 마산합포구 산호남8길 42 (산호동)
소사동 구천교 옆,"경상남도 창원시 진해구 소사천로40번길 1, 공중화장실 (소사동)"
경상남도교육청 화장실,"경상남도창원시의창구중앙대로241(용호동,경남교육청청사)"
봉림사 입구,경상남도창원시의창구봉곡로93번길14305
청량산 임도2,경상남도창원시마산합포구가포동산128-2
대원레포츠공원 테니스장 옆) 화장실,경상남도 창원시 성산구 자전거길13번길 3 (대원동)
명곡동행정복지센터화장실,"경상남도 창원시 의창구 태복산로15번길 8, 명곡동행정복지센터 (도계동)"
명서2민원센터화장실,"경상남도 창원시 의창구 우곡로101번길 28, 명서2민원센터 (명서동)"
내곡게이트볼장내,경상남도 창원시 진해구 웅동로121번길 56 (마천동)
신마산지구대내 화장실,"경상남도창원시마산합포구문화남5길52(청계동,신마산지구대)"
진해덕산동 우체국,"경상남도 창원시 진해구 충장로 495, 진해덕산동우체국 (덕산동)"
서부보건지소 2층 화장실,"경상남도창원시진해구중원동로62(중앙동,서부보건지소)"
용추계곡입구 주차장,경상남도창원시의창구상남로382번길45042
시락 해안가,경상남도 창원시 마산합포구 진전면 회진로 1036
창원세관 화장실,"경상남도창원시성산구창원대로790(외동,창원세관청사)"
길상사입구,경상남도창원시의창구상남로382번길18264
웅동수원지,"경상남도 창원시 진해구 소사천로40번길 3, 공중화장실 (소사동)"
창원교육지원청 진해교육지원센터 화장실,경상남도창원시진해구진해대로776번길11
